Status,Project,Branch,Change-id,Upload date,Days since upload,Last update date,Days since last update,Author,Review
TO_REVIEW,apps/core/preloaded/my-account,tizen,I40db7bf89e8de6bd351e08e927cc0967bae16aaf,2013-09-10,318,2014-01-30,175,sckim81,https://review.tizen.org/gerrit/#/c/9893
TO_REVIEW,profile/mobile/weston-mobile-shell,devel/wayland,I15a61e7216633b33306f6938bec42b9f8cd3d4ee,2014-01-27,179,2014-01-27,179,wuzhiwen,https://review.tizen.org/gerrit/#/c/15695
TO_REVIEW,platform/core/pim/contacts-service,tizen,I1b7473384b7ab85bdbb035b12360c0472da31565,2014-01-21,185,2014-01-21,185,donghee,https://review.tizen.org/gerrit/#/c/15434
TO_REVIEW,platform/core/pim/contacts-service,tizen,I5dd8549801526e7c003f27787f7ea3ee527632c5,2014-01-20,186,2014-01-21,185,donghee,https://review.tizen.org/gerrit/#/c/15385
TO_REVIEW,platform/core/pim/contacts-service,tizen,I2af5d55199dfd2f8a11815985dd99bcf70760173,2014-01-20,186,2014-01-21,185,donghee,https://review.tizen.org/gerrit/#/c/15384
TO_REVIEW,sdk/doc/content,master,Ie0cce6cc0eb912c55a7626d80effff22cdc361a0,2014-01-17,189,2014-01-17,189,mklove,https://review.tizen.org/gerrit/#/c/15221
TO_REVIEW,apps/core/preloaded/clock,tizen,I017c489729399cea171d8b6cc108af364074d6e1,2014-01-13,192,2014-01-13,192,jacekbe,https://review.tizen.org/gerrit/#/c/14945
TO_REVIEW,apps/core/preloaded/indicator-win,tizen,I7dd19cd2df306c328b7a734c45e34af6fd1c391c,2013-12-17,220,2014-01-10,196,wangfei,https://review.tizen.org/gerrit/#/c/13854
TO_REVIEW,apps/core/preloaded/menu-screen,tizen,I814e070876572164e3a8ffd746a33b30cbafdfed,2013-12-11,226,2014-01-10,196,wangfei,https://review.tizen.org/gerrit/#/c/13632
TO_REVIEW,platform/framework/native/ime,tizen,Ida6f235f23dfecf086e75a142da96c480afa1948,2013-08-29,330,2014-01-07,199,jh0522choi,https://review.tizen.org/gerrit/#/c/8890
TO_REVIEW,platform/core/pim/contacts-service,tizen,Ifbabd35944b12168ccb91d44852e847e3e920af0,2014-01-02,204,2014-01-02,204,inasie,https://review.tizen.org/gerrit/#/c/14275
TO_REVIEW,apps/core/preloaded/ug-myfile-efl,tizen,Iddf9220566192374b5ce954e0c1477048cc94427,2013-12-13,223,2013-12-31,206,mwereski,https://review.tizen.org/gerrit/#/c/13754
TO_REVIEW,apps/core/preloaded/ug-camera-efl,tizen,Ia51427817e24b7f7eb81f77eb15e2e5fb8365556,2013-12-16,220,2013-12-31,206,mwereski,https://review.tizen.org/gerrit/#/c/13803
TO_REVIEW,apps/core/preloaded/email,tizen,I9036a0b81e681e08db7a97c9a9d2db9c9395deb5,2013-12-16,220,2013-12-31,206,mwereski,https://review.tizen.org/gerrit/#/c/13789
TO_REVIEW,platform/upstream/systemd,tizen,I479bec15bbd337a6ab0b8c66ac81caa48fc95576,2013-09-03,324,2013-12-30,207,mwereski,https://review.tizen.org/gerrit/#/c/9635
TO_REVIEW,sdk/doc/content,master,I1c673e7e0fc22d1fff2ab597d77f1ce351c032b9,2013-12-26,211,2013-12-26,211,rachel,https://review.tizen.org/gerrit/#/c/14170
TO_REVIEW,apps/core/preloaded/message-app,tizen,Ie4a3c728ed4aaf0006c77ac51f366c61fd938bfb,2013-12-13,224,2013-12-20,217,mwereski,https://review.tizen.org/gerrit/#/c/13748
TO_REVIEW,platform/upstream/systemd,tizen,I96ab22c77162107a00c5ae7f2c704158d633b73f,2013-11-01,266,2013-12-13,224,caramis,https://review.tizen.org/gerrit/#/c/11652
TO_REVIEW,apps/core/preloaded/gallery,tizen,I807bb5577da66b4ff1825263e88a85b70c1614f5,2013-12-12,225,2013-12-12,225,mwereski,https://review.tizen.org/gerrit/#/c/13696
TO_REVIEW,apps/native/sample/CipherMessage,tizen,Ibf686cd93677c80251cd1b2c4fd6bb5c10274787,2013-11-11,256,2013-11-22,245,varinderpratap,https://review.tizen.org/gerrit/#/c/11997
TO_REVIEW,apps/core/preloaded/minicontrol,tizen,I593152d3d0ad2cadc0d4279ffc8f8671783e74d9,2013-09-25,303,2013-09-30,298,lstelmach,https://review.tizen.org/gerrit/#/c/10231
TO_REVIEW,platform/core/appfw/aul-1,tizen,I360e2ee53caf937a954e9d8719ad276356d87a5c,2013-08-26,333,2013-08-31,327,jobol,https://review.tizen.org/gerrit/#/c/8756
TO_VERIFY,platform/core/appfw/aul-1,tizen,I76ad2615aa66eb9c1af3e482f528aebb45708401,2014-07-22,2,2014-07-23,2,sdx,https://review.tizen.org/gerrit/#/c/24819
TO_VERIFY,platform/core/test/security-tests,tizen,I4be35a4242e381fbac176ad5591d2a90e50dc423,2014-07-17,8,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24635
TO_VERIFY,platform/core/test/security-tests,tizen,Ie3eb6ece201e31490e72180d0c4f53397c8976e8,2014-07-17,8,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24628
TO_VERIFY,platform/core/test/security-tests,tizen,I8ef613c06d5fbe2a3764aaac7fa1b0b1009a860b,2014-07-09,15,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24279
TO_VERIFY,platform/core/security/cynara,tizen,Ib54497540ce9bb61e98e9cb50317bc71ccbb8ffa,2014-07-22,3,2014-07-22,3,amalinowsk2,https://review.tizen.org/gerrit/#/c/24804
TO_VERIFY,platform/upstream/gcc48,tizen,I29fb3d75f7edbc0af081aa7c0f07c22b9735a591,2014-01-23,183,2014-07-18,7,cometzero,https://review.tizen.org/gerrit/#/c/15536
TO_VERIFY,profile/ivi/ivi-repos,tizen,Ibf65ed80a010b42be0527e25b1296dfbc391e75b,2014-07-11,14,2014-07-14,11,ningwang,https://review.tizen.org/gerrit/#/c/24356
TO_VERIFY,platform/adaptation/samsung_exynos/device-manager-plugin-exynos,tizen,Iebd2e9435451d104099b15a881c10ff3fe502e8a,2014-06-13,42,2014-07-14,11,lskalski,https://review.tizen.org/gerrit/#/c/22906
TO_VERIFY,profile/ivi/weston-ivi-shell,tizen,I77e57365f0537b8942c507f3d44677e986adeae3,2014-07-01,24,2014-07-01,24,pcoval,https://review.tizen.org/gerrit/#/c/23680
TO_VERIFY,platform/core/appfw/badge,tizen,Ic05a484941be3ebfd844b915f6fa6f2801bc6ad4,2014-06-17,38,2014-06-20,35,jbmartin,https://review.tizen.org/gerrit/#/c/23093
TO_VERIFY,platform/core/security/secure-storage,tizen,Ic41b8dffa086501a022f735920878dd49e40b976,2014-06-19,36,2014-06-19,35,vzh,https://review.tizen.org/gerrit/#/c/23193
TO_VERIFY,platform/upstream/weekeyboard,tizen,I226eb1213f599a9879f7fce822e7a8dc40fe3a7e,2014-05-16,69,2014-06-13,42,mbachmann,https://review.tizen.org/gerrit/#/c/21273
TO_VERIFY,platform/upstream/ima-evm-utils,tizen,Id507e1659f158b15cde5ce2207d229a2360a145a,2014-05-29,57,2014-06-10,44,zjasinski,https://review.tizen.org/gerrit/#/c/22177
TO_VERIFY,platform/upstream/weekeyboard,tizen,I533269751bb5b46f853e41a2c5cc59595822FFF1,2014-05-13,73,2014-05-14,72,pcoval,https://review.tizen.org/gerrit/#/c/20866
TO_VERIFY,kernel/swap-modules,prod_rel,I7f4eb4e441763ab88ccccd0b6305ac81fe8a886e,2014-03-27,120,2014-03-27,119,vasiliy,https://review.tizen.org/gerrit/#/c/18646
TO_VERIFY,platform/core/messaging/email-service,tizen,If6c31c8ddb2fe427206be17e9ab9452c42791455,2014-03-11,136,2014-03-11,136,zolkis,https://review.tizen.org/gerrit/#/c/17835
TO_VERIFY,platform/framework/web/tizen-extensions-crosswalk,tizen,Id9b22a435949a22da9775c228d60b843a3eb0059,2014-02-19,155,2014-02-20,155,tripzero,https://review.tizen.org/gerrit/#/c/16624
TO_VERIFY,platform/core/connectivity/nfc-manager,tizen,Ie727569baece6736dfe25cb3f8418f622c189f12,2014-02-14,161,2014-02-17,157,abhijitrd,https://review.tizen.org/gerrit/#/c/16361
TO_VERIFY,apps/core/preloaded/ug-wifi-efl,devel,Ifda933ad0d22a7cc0137bdbfb15b5647df9d8532,2014-02-14,161,2014-02-14,161,hyunjeekim,https://review.tizen.org/gerrit/#/c/16353
TO_VERIFY,platform/core/messaging/msg-service,tizen,I46aebbb88dafff021cd056e22ae0abda749b537d,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15291
TO_VERIFY,platform/core/messaging/email-service,tizen,I232d3161a2fcdd27583128b6e66e8d4e1642757e,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15301
TO_VERIFY,platform/core/messaging/email-service,tizen,If7e76afe2e6f9017cc529076480f3c0709bd71d7,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15300
TO_VERIFY,platform/core/messaging/email-service,tizen,Ieb7f272766f004d98216849eb274f89d7fb88ee0,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15299
TO_VERIFY,platform/core/messaging/email-service,tizen,I17244814abd09a57d19a03655141aa188bf0af35,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15298
TO_VERIFY,platform/core/messaging/email-service,tizen,Ic8189f298ba8692e694f33dfb2dc92e20f657720,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15297
TO_VERIFY,platform/core/messaging/email-service,tizen,I5cbef988aee14e26751c04dba21d19681667f0a7,2014-01-17,188,2014-01-27,179,ibriano,https://review.tizen.org/gerrit/#/c/15296
TO_VERIFY,platform/core/messaging/msg-service,tizen,I51d31dac3fb372ab0279f0833dc347a1ae721313,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15290
TO_VERIFY,platform/core/messaging/msg-service,tizen,I55caeb4735bbe4e88af1d233c6cb3a14c7a2353d,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15288
TO_VERIFY,platform/core/messaging/msg-service,tizen,I5aadb4c2016c68ab26c4fae827e6d1607dd62952,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15286
TO_VERIFY,platform/core/messaging/msg-service,tizen,Icb4da646e30057c53aabcbb6f46ca1b635dd554d,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15285
TO_VERIFY,platform/core/messaging/msg-service,tizen,I4923904320d0b7e4e3126ca9aa1c10fdb71269f5,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15292
TO_VERIFY,platform/core/messaging/msg-service,tizen,I01cca663b3d55f087486e64452c70b5a345f042e,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15289
TO_VERIFY,platform/core/messaging/msg-service,tizen,I6fe6485bc809ef2bc1dae7899ea398a3e3992f74,2014-01-17,188,2014-01-27,179,limachaves,https://review.tizen.org/gerrit/#/c/15287
TO_VERIFY,platform/framework/native/content,tizen,I94c4d01c7ad469826f4942eb1a5c36cf17231dfb,2014-01-06,200,2014-01-06,200,seokpil,https://review.tizen.org/gerrit/#/c/14491
TO_VERIFY,platform/framework/native/messaging,tizen,Ia85639617d889487768cc757124701b3e5c6119e,2013-10-15,282,2013-11-25,241,dmichaluk,https://review.tizen.org/gerrit/#/c/10967
TO_VERIFY,platform/framework/native/content,tizen,I0507dd5c4f21a0cf0cb7d847dfede94b4524b7aa,2013-10-14,284,2013-11-21,245,dmichaluk,https://review.tizen.org/gerrit/#/c/10867
TO_REVIEW_AND_VERIFY,platform/core/security/security-containers,tizen,Icb5e16d72f76ff714eab4c317920a8c99d4f710f,2014-07-23,2,2014-07-23,2,jpielaszkie,https://review.tizen.org/gerrit/#/c/24862
TO_REVIEW_AND_VERIFY,platform/core/security/security-containers,tizen,I65fb50c34cab5d4b786d3b6c0bb302038cd29f43,2014-07-23,2,2014-07-23,2,mwitanowski,https://review.tizen.org/gerrit/#/c/24855
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,Ie93143ef87c21c031f0a4394f768e9add526c508,2014-07-23,2,2014-07-23,2,sanghyunnimlee,https://review.tizen.org/gerrit/#/c/24839
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,Ib2f7adc05682c1e498c461741acf628cb927f248,2014-07-23,2,2014-07-23,2,sanghyunnimlee,https://review.tizen.org/gerrit/#/c/24838
TO_REVIEW_AND_VERIFY,profile/ivi/Modello_Common,tizen,I193fc655efe33feee7033647a78b8c394f4ba3be,2014-05-23,63,2014-07-23,2,siovene,https://review.tizen.org/gerrit/#/c/21579
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I4f0db799020de0d3f9ba9028883972de4198617f,2014-07-23,2,2014-07-23,2,hhuchzh,https://review.tizen.org/gerrit/#/c/24829
TO_REVIEW_AND_VERIFY,scm/meta/git,master,Id7c88d9577cbac75fdf246b1b44be1bb4be9d0e2,2014-07-23,2,2014-07-23,2,wcwang,https://review.tizen.org/gerrit/#/c/24828
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,Ib49c2c14e1c78fd5c2fef422c72fedfa8f55c7ea,2014-07-23,2,2014-07-23,2,hhuchzh,https://review.tizen.org/gerrit/#/c/24826
TO_REVIEW_AND_VERIFY,sdk/tools/sdb,mw,I0bcb2c71f0de8bdd803af552d35033908b194359,2014-07-23,2,2014-07-23,2,shingilkang,https://review.tizen.org/gerrit/#/c/24820
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-core,tizen,Ic2eaf72a17d337dead1b14746d75f30ffd8ce3f3,2014-07-22,2,2014-07-22,2,davidsteele,https://review.tizen.org/gerrit/#/c/24817
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-toolkit,tizen,I95b7d9edb7815377e9107ed441e0382f9f347bd5,2014-07-22,2,2014-07-22,2,victorc,https://review.tizen.org/gerrit/#/c/24815
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-adaptor,tizen,I3d870a821345a808332b367ed39560c1ce48ed20,2014-07-22,2,2014-07-22,2,victorc,https://review.tizen.org/gerrit/#/c/24814
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-core,tizen,I405599b9d9a9db14e20001916c92a9f08ba9410a,2014-07-22,2,2014-07-22,2,victorc,https://review.tizen.org/gerrit/#/c/24813
TO_REVIEW_AND_VERIFY,platform/core/test/security-tests,tizen,I45a63f43911c57b2d1ceb8b69410e41b527066bc,2014-07-15,9,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24518
TO_REVIEW_AND_VERIFY,platform/core/test/security-tests,tizen,I6871e7e51d6f78df03948d7dc83a88e5fe0ffeb3,2014-07-09,15,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24278
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,Ib8ddedc758533db15904cec92cedcd79d73e05d4,2014-07-22,3,2014-07-22,3,panpan,https://review.tizen.org/gerrit/#/c/24791
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,Ia5380723bf9398128412e050cadfaf1cb734d17e,2014-07-21,4,2014-07-22,3,yuanzhaowei,https://review.tizen.org/gerrit/#/c/24748
TO_REVIEW_AND_VERIFY,platform/core/test/security-tests,tizen,I035321e9cd6fb219f2affc01b06299ace9c8af18,2014-07-10,14,2014-07-22,3,mniesluchow,https://review.tizen.org/gerrit/#/c/24347
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,I24bdfd2cde60d560519ccf07502cae6960324fae,2014-07-21,4,2014-07-22,3,sty1013,https://review.tizen.org/gerrit/#/c/24745
TO_REVIEW_AND_VERIFY,platform/core/system/swap-manager,prod_rel,I8dcd0ac89ce45b7d8540533f384e5547f77990e8,2014-07-21,3,2014-07-21,3,cherepanov,https://review.tizen.org/gerrit/#/c/24780
TO_REVIEW_AND_VERIFY,sdk/ide/common-eplugin,tizen,I843346132efe1662f3dfaddb694d5c1852cdff0d,2014-07-21,4,2014-07-21,4,sty1013,https://review.tizen.org/gerrit/#/c/24758
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I363d98fe4187b580396a09065e5cb90b60bb5596,2014-07-17,8,2014-07-21,4,hclife,https://review.tizen.org/gerrit/#/c/24600
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I42e14fa1cb84ad85605af3bce5c150c2a9718ea1,2014-07-17,8,2014-07-21,4,hclife,https://review.tizen.org/gerrit/#/c/24596
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,I1e21e701188413c0b0097f5903dbfcaa17b8a32e,2014-07-21,4,2014-07-21,4,sty1013,https://review.tizen.org/gerrit/#/c/24744
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I40f70cf22b86633642fa907eca1181b8e3c164ca,2014-07-21,4,2014-07-21,4,panpan,https://review.tizen.org/gerrit/#/c/24739
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-core,tizen,Ief502ae11be3978b687e840074521577415e2c55,2014-07-17,7,2014-07-18,6,davidsteele,https://review.tizen.org/gerrit/#/c/24655
TO_REVIEW_AND_VERIFY,kernel/swap-modules,prod_rel,I15f66fdd5d2ca176293b5e6bbf2954e57824e78b,2014-07-18,7,2014-07-18,7,vasiliy,https://review.tizen.org/gerrit/#/c/24714
TO_REVIEW_AND_VERIFY,profile/ivi/ico-uxf-homescreen,tizen,I3ac8ed443d0edaf6c4f535c79891f2128f3efdd7,2014-07-18,7,2014-07-18,7,pwnissan,https://review.tizen.org/gerrit/#/c/24705
TO_REVIEW_AND_VERIFY,profile/ivi/ico-uxf-homescreen,tizen,I8ae049344ac2d87e0a27bb7b829d70b9b04faddf,2014-07-18,7,2014-07-18,7,pwnissan,https://review.tizen.org/gerrit/#/c/24704
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I2c2a7b5926f723d6836d90b12826116fb29a8844,2014-07-17,8,2014-07-18,7,hclife,https://review.tizen.org/gerrit/#/c/24607
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,Ied40dc3332ab493052242a5e1866e927e294e5bd,2014-07-17,8,2014-07-18,7,hclife,https://review.tizen.org/gerrit/#/c/24606
TO_REVIEW_AND_VERIFY,sdk/tools/dynamic-analyzer,tizen,Ic23f2d7b16e1f5502704c8f51afac2e48b499528,2014-07-18,7,2014-07-18,7,woojin,https://review.tizen.org/gerrit/#/c/24675
TO_REVIEW_AND_VERIFY,profile/ivi/wayland-ivi-extension,tizen,I4db5467f7b1f07a85dad832adbe2df5b1a42dd77,2014-07-01,24,2014-07-17,7,pcoval,https://review.tizen.org/gerrit/#/c/23667
TO_REVIEW_AND_VERIFY,profile/ivi/wayland-ivi-extension,tizen,I6e5f84c54c8d9185aed6f9328e0445162fb1a7bb,2014-07-01,24,2014-07-17,7,pcoval,https://review.tizen.org/gerrit/#/c/23669
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-toolkit,tizen,I9e513a98d468720d2aff49462cebc53bf5623ca3,2014-07-17,7,2014-07-17,7,julienheanley,https://review.tizen.org/gerrit/#/c/24652
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-toolkit,tizen,Ia6601ad7cd212b6caece17eb2f234ec2fd86e0d3,2014-07-16,9,2014-07-17,7,julienheanley,https://review.tizen.org/gerrit/#/c/24556
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-toolkit,tizen,I47cfbdea86c0a48383d7419776e2faea2b7a47a2,2014-07-09,16,2014-07-17,7,julienheanley,https://review.tizen.org/gerrit/#/c/24261
TO_REVIEW_AND_VERIFY,profile/ivi/ico-uxf-homescreen,tizen,Ia266349d0df5fad2e7ae0727a7e8312aa3f78e5a,2014-07-16,9,2014-07-17,8,ipuustin,https://review.tizen.org/gerrit/#/c/24559
TO_REVIEW_AND_VERIFY,profile/ivi/ico-uxf-homescreen,tizen,I3449467041ddb59c84815281eb2b584b02314db3,2014-07-16,9,2014-07-17,8,ipuustin,https://review.tizen.org/gerrit/#/c/24558
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-adaptor,tizen,I0d4d1f7d482dcceadaaf23977c1a892f0ad6948c,2014-07-11,13,2014-07-16,8,andrewcox,https://review.tizen.org/gerrit/#/c/24411
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-adaptor,tizen,I09f898008bd197ee7e0ddcdf349d6f1a458abd4a,2014-07-16,8,2014-07-16,8,fsantos,https://review.tizen.org/gerrit/#/c/24583
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-toolkit,tizen,Iea96ccf8da90b0b0a06b766309765095fb685f17,2014-07-16,8,2014-07-16,8,julienheanley,https://review.tizen.org/gerrit/#/c/24580
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-adaptor,tizen,I1fd671be3bce521f013297138f62f2571f3bffe6,2014-07-16,8,2014-07-16,8,lcm,https://review.tizen.org/gerrit/#/c/24578
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-demo,tizen,Id8f1d5c52396603af4769858de0e7c54c832d8b8,2014-07-16,9,2014-07-16,9,paulwisbey,https://review.tizen.org/gerrit/#/c/24565
TO_REVIEW_AND_VERIFY,platform/core/connectivity/wifi-direct-manager,tizen,I76f2e71a5a9e7272016a30f8cac1153b42eeba7b,2014-07-16,9,2014-07-16,9,jiung,https://review.tizen.org/gerrit/#/c/24522
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,I3e7555223448b15bb94560ba848e6ff62a460cb2,2014-07-16,9,2014-07-16,9,sanghyunnimlee,https://review.tizen.org/gerrit/#/c/24525
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,Ic1b3b62dfd0cb2b527df44f7cdbb8e8718cf9b64,2014-07-16,9,2014-07-16,9,sanghyunnimlee,https://review.tizen.org/gerrit/#/c/24524
TO_REVIEW_AND_VERIFY,sdk/ide/webapp-eplugin,tizen,I5a8e28c208e63a47c1a33bf7243a09007013e3d1,2014-07-16,9,2014-07-16,9,sanghyunnimlee,https://review.tizen.org/gerrit/#/c/24523
TO_REVIEW_AND_VERIFY,platform/core/connectivity/libwifi-direct,tizen,Ie7e29f3aca8b91ef5fe7bf0aa5c43d72419e2d71,2014-07-16,9,2014-07-16,9,jiung,https://review.tizen.org/gerrit/#/c/24521
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I4ffe90ac8b4de7aed8f396b3072d5db6ead9741c,2014-07-14,11,2014-07-16,9,panpan,https://review.tizen.org/gerrit/#/c/24427
TO_REVIEW_AND_VERIFY,platform/core/uifw/dali-demo,tizen,I5e9e25a64983aea469db143e3411a93b47862497,2014-07-15,9,2014-07-15,9,paulwisbey,https://review.tizen.org/gerrit/#/c/24511
TO_REVIEW_AND_VERIFY,platform/upstream/alsa-lib,tizen,I3a3062bdac17361bf3ffd340ff8ad28391bf33c7,2014-07-10,14,2014-07-15,9,rakuco,https://review.tizen.org/gerrit/#/c/24336
TO_REVIEW_AND_VERIFY,tools/depanneur,master,I2737acbfab70c2e9c2398cfc5822c9fb4cb7b9c5,2014-04-13,102,2014-07-15,10,tolszak,https://review.tizen.org/gerrit/#/c/19480
TO_REVIEW_AND_VERIFY,platform/upstream/nodejs,upstream,Ia5367682c05c802eb5cce797358434d62043d272,2014-04-24,92,2014-07-15,10,cometzero,https://review.tizen.org/gerrit/#/c/19982
TO_REVIEW_AND_VERIFY,profile/common/kernel-common,tizen,Ibd7a7e43f5ea2bc8dfa6ea24d39f84526ccd7555,2014-07-15,10,2014-07-15,10,pcoval,https://review.tizen.org/gerrit/#/c/24496
TO_REVIEW_AND_VERIFY,profile/ivi/ico-uxf-homescreen,tizen,I16098b3b64da8cc5ad305bb1cd5b4bbed8f9d07e,2014-07-14,11,2014-07-15,10,ipuustin,https://review.tizen.org/gerrit/#/c/24446
TO_REVIEW_AND_VERIFY,platform/upstream/neard,tizen,I8a027552b7737d8a3e7700ffb0e97fee68020c5d,2014-07-15,10,2014-07-15,10,jacekbe,https://review.tizen.org/gerrit/#/c/24487
TO_REVIEW_AND_VERIFY,platform/core/uifw/ise-default,tizen,I6851d810d5168e7e5c7deb1d3bdbfa0413314de2,2014-06-09,46,2014-07-15,10,yanwang,https://review.tizen.org/gerrit/#/c/22587
TO_REVIEW_AND_VERIFY,platform/core/uifw/isf,tizen,Ifaf99647e1ad6dd5137de562ea80e6d5e542d87c,2014-06-04,51,2014-07-15,10,yanwang,https://review.tizen.org/gerrit/#/c/22454
TO_REVIEW_AND_VERIFY,platform/core/uifw/libscl-ui,tizen,I609ba89ce31bf94166e0f1bcf46f83f7cb505a88,2014-06-09,46,2014-07-15,10,yanwang,https://review.tizen.org/gerrit/#/c/22588
TO_REVIEW_AND_VERIFY,platform/core/test/security-tests,tizen,I525fab0215de588a7a4705a9fce6da937f6e2181,2014-06-20,35,2014-07-11,13,mniesluchow,https://review.tizen.org/gerrit/#/c/23241
TO_REVIEW_AND_VERIFY,platform/core/system/swap-manager,prod_rel,Iebaa41ef2745f42838b718ac8659f33d3c8b7cb5,2014-07-11,14,2014-07-11,14,ches01,https://review.tizen.org/gerrit/#/c/24403
TO_REVIEW_AND_VERIFY,platform/core/system/swap-manager,prod_rel,Icb27639ae33ca407c7e3dd8536ad7648ee540e6b,2014-07-11,14,2014-07-11,14,ches01,https://review.tizen.org/gerrit/#/c/24390
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,Idb488f713a9382c217f8c7f4e358d7138ecbb8c9,2014-07-11,14,2014-07-11,14,piotrwilczek,https://review.tizen.org/gerrit/#/c/24363
TO_REVIEW_AND_VERIFY,platform/kernel/linux-3.10,tizen,I4d4b6a6710ad9f29d449d9a68424dfacb07c5d41,2014-07-11,14,2014-07-11,14,piotrwilczek,https://review.tizen.org/gerrit/#/c/24362
TO_REVIEW_AND_VERIFY,platform/core/system/deviced,tizen,Iaab437a1b3097a8a234cd8a484536d5241fc213e,2014-07-10,15,2014-07-10,15,giuliana,https://review.tizen.org/gerrit/#/c/24291
TO_REVIEW_AND_VERIFY,kernel/swap-modules,prod_rel,I383dd90d1e13e2ea3c6c0da3a93c8df39c2d3f67,2014-07-09,16,2014-07-09,16,vasiliy,https://review.tizen.org/gerrit/#/c/24252
TO_REVIEW_AND_VERIFY,scm/meta/snapshot-repo-conf,master,I8993b950d7d909254627c72cb22ab47054238608,2014-07-08,17,2014-07-08,16,bartosh,https://review.tizen.org/gerrit/#/c/24062
TO_REVIEW_AND_VERIFY,scm/meta/snapshot-repo-conf,master,I385c96e46fdb8f13c9bef537179d980a56eac5ff,2014-07-08,17,2014-07-08,16,bartosh,https://review.tizen.org/gerrit/#/c/24061
TO_REVIEW_AND_VERIFY,profile/ivi/meta-ivi,tizen,I40d4e20379bfb3c4388a8ce8bf89d7fade632841,2014-07-08,17,2014-07-08,17,Rokubi,https://review.tizen.org/gerrit/#/c/24036
TO_REVIEW_AND_VERIFY,tools/mic,master,I3d910511cbece0cafdfb72f7846cbdadcd6c1f2d,2014-06-27,28,2014-07-07,18,cometzero,https://review.tizen.org/gerrit/#/c/23523
TO_REVIEW_AND_VERIFY,sdk/ide/product-base,mw,I47808fb3ef8560487ce8702a7fdb17ca10ce4aef,2014-07-04,21,2014-07-04,21,sty1013,https://review.tizen.org/gerrit/#/c/23921
TO_REVIEW_AND_VERIFY,platform/upstream/js,tizen,Ida11790e907a2358d1f409ceb644a3087a58e78c,2014-07-03,22,2014-07-03,22,jinjingx,https://review.tizen.org/gerrit/#/c/23834
