Status,Project,Branch,Change-id,Upload date,Days since upload,Last update date,Days since last update,Author,Review
TO_REVIEW,platform/core/appfw/notification-service,tizen,Ifb2f9ede3b64338cba792c6b98a9e9f610fd5a11,2014-05-20,66,2014-05-20,66,mbachmann,https://review.tizen.org/gerrit/#/c/21424
TO_REVIEW,framework/multimedia/alsa-scenario-0.2,master,I23a1b8a9bfdbaebcdde2a621622a6788a12400ba,2014-05-16,69,2014-05-19,67,kthierry,https://review.tizen.org/gerrit/#/c/21272
TO_REVIEW,platform/framework/native/connectivity-service,tizen,I211922fcba11659cb5d94b4e990ca52d21da7966,2014-05-09,77,2014-05-09,77,joseonglee,https://review.tizen.org/gerrit/#/c/20564
TO_REVIEW,profile/mobile/meta-mobile,tizen,Icb85aa45242bba130a467ae6f03f64a0fd2bf800,2014-02-14,160,2014-05-05,81,jacekbe,https://review.tizen.org/gerrit/#/c/16391
TO_REVIEW,apps/core/preloaded/quickpanel,tizen,I5d378cca9a435b1b68b8915da2a71f7f6ccbd5f7,2014-02-10,164,2014-04-28,87,kthierry,https://review.tizen.org/gerrit/#/c/16200
TO_REVIEW,profile/mobile/meta-mobile,tizen,Ia934f7e90e5dcbca7b12c40f9c9d80195d5364f1,2014-02-13,162,2014-04-28,87,juanzhao,https://review.tizen.org/gerrit/#/c/16338
TO_REVIEW,platform/core/api/media-key,tizen,Id97213ad446d6b8252bdf1447c8b8d4734443052,2014-02-26,148,2014-04-28,87,kthierry,https://review.tizen.org/gerrit/#/c/16912
TO_REVIEW,apps/core/preloaded/libslp-alarm,tizen,I9cf5d759cd0d85fb1731fc542d90e8a25bc2b1e5,2014-02-12,162,2014-04-28,87,kthierry,https://review.tizen.org/gerrit/#/c/16274
TO_REVIEW,apps/web/sample/AnalogWatch,tizen,Ie7baaa73dd587dae99ff1eb6ef770fb922f9c10f,2014-04-28,88,2014-04-28,88,buz,https://review.tizen.org/gerrit/#/c/20123
TO_REVIEW,platform/upstream/weston,tizen,I8961649af567c7019645b568fde629c255c60805,2013-07-22,367,2014-04-16,99,joone,https://review.tizen.org/gerrit/#/c/5951
TO_REVIEW,scm/meta/snapshot-repo-conf,master,Id7dfd4eb3d2fdeeab7ddda4f656a3ad670264219,2014-04-14,101,2014-04-14,101,tgraydon,https://review.tizen.org/gerrit/#/c/19536
TO_REVIEW,apps/core/preloaded/ug-wifi-direct,tizen,Ie19938abdce84b1d2b619f1e6569836eb34914c6,2013-12-31,206,2014-04-07,109,mwereski,https://review.tizen.org/gerrit/#/c/14272
TO_REVIEW,platform/core/api/notification,tizen,I0e921af261634202894cc150c2770b1270dc8a5c,2014-01-21,184,2014-04-05,110,ibriano,https://review.tizen.org/gerrit/#/c/15476
TO_REVIEW,apps/core/preloaded/call,tizen,Ief6e96311081bcb9c6ce6f14e9fb55c52d7e5b1c,2014-04-02,113,2014-04-03,113,rajendra,https://review.tizen.org/gerrit/#/c/18908
TO_REVIEW,apps/core/preloaded/gallery,tizen,Iaf2d1d05d5158befe97bfab71442ddb99a140c40,2014-02-12,163,2014-04-03,113,souravb,https://review.tizen.org/gerrit/#/c/16262
TO_REVIEW,apps/core/preloaded/ug-myfile-efl,tizen,Ib9acbcfdc157e1d7abf270d2f2bb2c296dc50017,2014-02-12,163,2014-04-03,113,souravb,https://review.tizen.org/gerrit/#/c/16264
TO_REVIEW,platform/core/base/gconf-dbus,tizen,Ibde2a85a8692c58e0be7ff15b8b5b1054e382f84,2014-03-13,134,2014-04-03,113,kilig,https://review.tizen.org/gerrit/#/c/17958
TO_REVIEW,apps/core/preloaded/quickpanel,tizen,Ia60a4c72a3b36f134aedc59f6df8a71f47239d8a,2014-03-31,116,2014-03-31,116,kthierry,https://review.tizen.org/gerrit/#/c/18763
TO_REVIEW,platform/framework/web/livebox-viewer,tizen,I3ae134069861adb99be698216176b4d119494ac2,2013-08-09,350,2014-03-21,125,mikeleib,https://review.tizen.org/gerrit/#/c/7865
TO_REVIEW,platform/adaptation/system-plugin-mount,tizen,Ie1ed572778be287a4cbaaed9eab2dbf285510de7,2014-03-18,129,2014-03-19,127,sangjung,https://review.tizen.org/gerrit/#/c/18217
TO_REVIEW,platform/framework/web/wrt-plugins-tizen,tizen,I03bb588bc05576795c39f344cdeb689020332ce5,2013-12-30,207,2014-03-18,128,mbachmann,https://review.tizen.org/gerrit/#/c/14241
TO_REVIEW,platform/framework/web/wrt-plugins-common,tizen,I0e24f2be3936b6fd341e97abece2cb79dbad8170,2013-12-30,207,2014-03-18,128,mbachmann,https://review.tizen.org/gerrit/#/c/14240
TO_REVIEW,apps/osp/CalendarService,tizen,I68d366cc29834cd702689ba5c46b43ddee97a82a,2014-03-18,129,2014-03-18,129,vivekellur,https://review.tizen.org/gerrit/#/c/18215
TO_REVIEW,apps/osp/Account,tizen,I0fe0fb20707c0c8f9d9986424999bc0037cd6e35,2014-03-06,141,2014-03-18,129,vivekellur,https://review.tizen.org/gerrit/#/c/17321
TO_REVIEW,apps/core/preloaded/libslp-alarm,tizen,I55b03d7f363d8926afba76f71d24545f624840a7,2014-03-12,135,2014-03-13,134,kilig,https://review.tizen.org/gerrit/#/c/17914
TO_REVIEW,platform/core/pim/pims-ipc,tizen,Icb7f53d4300e1851fc9171e44d82342e3bae546e,2014-03-06,141,2014-03-06,141,iamjs,https://review.tizen.org/gerrit/#/c/17247
TO_REVIEW,platform/core/api/connection,tizen,I09f598552662e7059efdd20af6af3c8db191069d,2014-03-05,142,2014-03-05,142,jeik,https://review.tizen.org/gerrit/#/c/17175
TO_REVIEW,apps/core/preloaded/email,tizen,I65c8a41cbd1726cb534a6185763b08446cbff039,2014-03-04,142,2014-03-04,142,kthierry,https://review.tizen.org/gerrit/#/c/17167
TO_REVIEW,apps/core/preloaded/smartsearch,tizen,I9ee5226993e8b94ee735e4ace01a71fcf37f0576,2014-03-04,143,2014-03-04,143,kthierry,https://review.tizen.org/gerrit/#/c/17164
TO_REVIEW,apps/core/preloaded/lockscreen,tizen,Ifa3244a1011aa5cc9b4dc7e20b3d135b2ab86096,2014-03-03,144,2014-03-03,144,kthierry,https://review.tizen.org/gerrit/#/c/17072
TO_REVIEW,apps/core/preloaded/pwlock,tizen,I073e9be7a3019011aa2413635a0d660426ac95c4,2014-03-03,144,2014-03-03,144,kthierry,https://review.tizen.org/gerrit/#/c/17059
TO_REVIEW,platform/core/api/connection,tizen,Ia3a008558ab453d356821862cac6171698c21b20,2014-03-01,146,2014-03-01,146,jeik,https://review.tizen.org/gerrit/#/c/17028
TO_REVIEW,platform/core/api/connection,tizen,I00b6fc1cfd2fa00a91c9f12200a4a126cf5e21f8,2014-03-01,146,2014-03-01,146,jeik,https://review.tizen.org/gerrit/#/c/17027
TO_REVIEW,apps/core/preloaded/taskmanager,tizen,I931b3a519939d6a6a4d2de37607b1bbd7d5cc5b0,2014-01-27,178,2014-02-28,147,dorileo,https://review.tizen.org/gerrit/#/c/15761
TO_REVIEW,apps/core/preloaded/image-viewer,tizen,I8b79dd7926d76a59652ea4507b34ee769ade88dd,2014-01-27,178,2014-02-28,147,dorileo,https://review.tizen.org/gerrit/#/c/15747
TO_REVIEW,apps/core/preloaded/image-viewer,tizen,I152e6a0a34546ac4b35b792ff7481d2f8a70a367,2014-01-27,178,2014-02-28,147,dorileo,https://review.tizen.org/gerrit/#/c/15748
TO_REVIEW,platform/upstream/coreutils,tizen,I177a4fbcd7449794db208fe8d70dfcfc7a65b7a3,2014-02-21,153,2014-02-25,149,mwereski,https://review.tizen.org/gerrit/#/c/16691
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I3aa2c3c4a03cdda1ea1937e046366295223208df,2014-02-25,150,2014-02-25,150,jeik,https://review.tizen.org/gerrit/#/c/16842
TO_REVIEW,apps/core/preloaded/taskmanager,tizen,I3e582c1f531ee0fcdb230c3ab366f0e957a647a9,2014-02-20,155,2014-02-24,150,kthierry,https://review.tizen.org/gerrit/#/c/16646
TO_REVIEW,platform/core/system/kdbus-bus,kdbus-integration,I695af8464c8edd5392e089ab1359e7eef3c0bcfa,2014-02-24,150,2014-02-24,150,mwereski,https://review.tizen.org/gerrit/#/c/16813
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I930e35c5bc4779bbcf2e009a3bb3d3f31b6c22e2,2014-02-24,151,2014-02-24,151,jeik,https://review.tizen.org/gerrit/#/c/16711
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I297ad652dc74f4565ca444cc4254d6aea15cbbca,2014-02-24,151,2014-02-24,151,jeik,https://review.tizen.org/gerrit/#/c/16710
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I7cb357c5645dbaa982a2254fb87a60dd9133355e,2014-02-24,151,2014-02-24,151,jeik,https://review.tizen.org/gerrit/#/c/16708
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I45de087d84c53fac112f6ebd49bdcfbc31533ff7,2014-02-23,152,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16707
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I7d077a345f1e3de5c0e99b0cdcdceb41b7effc98,2014-02-23,152,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16706
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I6f4341e232a6d8f1e682fe83f66415ca2247c8df,2014-02-23,152,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16705
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I59e2f7acef3e515648eba4e63cf27a62d130a6af,2014-02-23,152,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16704
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I7b9f830c559f4d72b387211bba30b07a2754af8d,2014-02-23,152,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16703
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,If34dbf311ea6fec989f3cecd31eb285e740780c1,2014-02-22,153,2014-02-23,152,jeik,https://review.tizen.org/gerrit/#/c/16698
TO_REVIEW,platform/core/pim/calendar-service,tizen,Icd1ed1b4c4bb07db0a0fc69fea96c7630ff4a01e,2014-02-20,155,2014-02-21,154,iamjs,https://review.tizen.org/gerrit/#/c/16648
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I4a0179435af557d388b7201b3551e182343c1132,2014-02-19,155,2014-02-19,155,jeik,https://review.tizen.org/gerrit/#/c/16598
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,I9786ef59a07b3df63e32213140c6ae3aaa4df468,2014-02-19,156,2014-02-19,156,jeik,https://review.tizen.org/gerrit/#/c/16592
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,Ib8415f71e2f5a3c4f0e8319f265648c39e6570ad,2014-02-19,156,2014-02-19,156,jeik,https://review.tizen.org/gerrit/#/c/16590
TO_REVIEW,platform/core/connectivity/libnet-client,tizen,Icbd9f0a8d4051cdd3adb5ccc532738fab4c7e97f,2014-02-19,156,2014-02-19,156,jeik,https://review.tizen.org/gerrit/#/c/16573
TO_REVIEW,apps/core/preloaded/ug-image-viewer-efl,tizen,Iaf14f2156eda533064d97cd42f984b795a046d9a,2013-09-20,308,2014-02-18,156,lstelmach,https://review.tizen.org/gerrit/#/c/10147
TO_REVIEW,apps/core/preloaded/clock,tizen,I76fd261ae7c42c8624fdb0fb843e824c10eb2651,2014-02-06,168,2014-02-18,157,akmadhan,https://review.tizen.org/gerrit/#/c/16103
TO_REVIEW,apps/core/preloaded/lockscreen,tizen,Iacf41399c7214e86ae467f6cd1f3d27088d1978a,2014-02-14,161,2014-02-17,157,wuzhiwen,https://review.tizen.org/gerrit/#/c/16369
TO_REVIEW,apps/core/preloaded/ug-wifi-efl,devel,Ib851067f348468f8a9d839fff8e87964b7f25d28,2014-02-14,161,2014-02-14,161,hyunjeekim,https://review.tizen.org/gerrit/#/c/16366
TO_REVIEW,apps/core/preloaded/ug-wifi-efl,devel,I7b04f2f6502a861c1f24fdfa3f3cdd08b625dbf1,2014-02-14,161,2014-02-14,161,hyunjeekim,https://review.tizen.org/gerrit/#/c/16365
TO_REVIEW,platform/core/system/sync-agent,tizen,I88a4df4951bd240aef82e6960b9f91e6e4f1067d,2014-01-08,197,2014-02-04,170,jobol,https://review.tizen.org/gerrit/#/c/14608
