TO_MERGE,scm/meta/build-config,tizen_common,Ia63d576ed5e2eac89de08f5aa194c14e5c35c41a,2014-09-05,2,2014-09-05,2,rlvx,https://review.tizen.org/gerrit/#/c/27137
TO_MERGE,kernel/kernel-generic,tizen,Ie66dded4e242ca33ca57f8589d5662851816c37c,2014-03-20,171,2014-09-03,5,jobol,https://review.tizen.org/gerrit/#/c/18297
TO_MERGE,platform/upstream/ibus-hangul,tizen,Iab46aeffbe96f5fb0be0ed5c285f9f8b6f043c50,2014-08-26,12,2014-08-28,10,ronan,https://review.tizen.org/gerrit/#/c/26583
TO_MERGE,platform/core/multimedia/libmm-fileinfo,tizen,Ieb371cdeb468979dfa7f707cd5ff05f43b7151ef,2014-07-08,61,2014-08-28,11,ronan,https://review.tizen.org/gerrit/#/c/24119
TO_MERGE,platform/core/multimedia/libmm-utility,tizen,I06f78a535fbf7672a4a200cb4481171d55076e9c,2014-07-10,59,2014-08-27,11,ronan,https://review.tizen.org/gerrit/#/c/24342
TO_MERGE,platform/core/api/location-manager,tizen,Ie9d6ce20d7b893908257e3dc2c094f4bb46d4e59,2014-07-10,59,2014-08-27,11,ronan,https://review.tizen.org/gerrit/#/c/24343
TO_MERGE,scm/meta/snapshot-repo-conf,master,I6a88032ee4430a20640047e655da680e4d38436b,2014-03-27,164,2014-08-19,19,kad,https://review.tizen.org/gerrit/#/c/18650
TO_MERGE,platform/kernel/linux-3.10,tizen,Ib8ddedc758533db15904cec92cedcd79d73e05d4,2014-07-22,48,2014-08-11,27,panpan,https://review.tizen.org/gerrit/#/c/24791
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I3ac8ed443d0edaf6c4f535c79891f2128f3efdd7,2014-07-18,51,2014-08-07,31,pwnissan,https://review.tizen.org/gerrit/#/c/24705
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I8ae049344ac2d87e0a27bb7b829d70b9b04faddf,2014-07-18,51,2014-08-07,31,pwnissan,https://review.tizen.org/gerrit/#/c/24704
TO_MERGE,scm/meta/snapshot-repo-conf,master,I4b91de9e7c61d8d8714439defdbb7f9ffb68f414,2014-03-27,164,2014-08-05,33,kad,https://review.tizen.org/gerrit/#/c/18649
TO_MERGE,platform/upstream/less,tizen,I7ddd920d62d3d7a37d7ed077f6f2cfcb2c7ec101,2013-10-23,319,2014-07-15,54,azdyb,https://review.tizen.org/gerrit/#/c/11266
TO_MERGE,test/tct/web/webapi,tizen_2.2,I6d55edf61e37ad1bbff3e12c1b5e6d500612f237,2014-06-20,79,2014-06-20,79,zqzhang,https://review.tizen.org/gerrit/#/c/23224
