TO_MERGE,scm/meta/obs,master,Ic036314756a84c0a4f79aab0681a381a1501f1ef,2014-10-22,11,2014-10-31,2,sdx,https://review.tizen.org/gerrit/#/c/29216
TO_MERGE,sdk/emulator/qemu,features/qt_dr,I5c8bdaf7ee25fac39537fb6f141c2cbff984c1cf,2014-10-31,2,2014-10-31,2,giwoong,https://review.tizen.org/gerrit/#/c/29652
TO_MERGE,platform/core/system/system-server,tizen,Ia20662b7c4fd899f51f0311cd4d262ee3a00317a,2014-09-19,44,2014-10-10,23,ronan,https://review.tizen.org/gerrit/#/c/27841
TO_MERGE,platform/core/appfw/message-port-dbus,tizen,Ice40d17386abe7faf04d8dd0ab8715c421f7770a,2014-10-10,23,2014-10-10,23,ronan,https://review.tizen.org/gerrit/#/c/28592
TO_MERGE,platform/upstream/gpg2,tizen,I215cb23d22288fb64076cc832a986b892efc709a,2014-10-06,27,2014-10-10,24,ronan,https://review.tizen.org/gerrit/#/c/28377
TO_MERGE,platform/upstream/pwdutils,tizen,I28f199d7498d9b909b26d87a618f94506dd16f17,2014-10-07,26,2014-10-08,25,jobol,https://review.tizen.org/gerrit/#/c/28451
TO_MERGE,platform/core/api/notification,tizen,I0e921af261634202894cc150c2770b1270dc8a5c,2014-01-21,285,2014-09-15,49,ibriano,https://review.tizen.org/gerrit/#/c/15476
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I3ac8ed443d0edaf6c4f535c79891f2128f3efdd7,2014-07-18,107,2014-08-07,87,pwnissan,https://review.tizen.org/gerrit/#/c/24705
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I8ae049344ac2d87e0a27bb7b829d70b9b04faddf,2014-07-18,107,2014-08-07,87,pwnissan,https://review.tizen.org/gerrit/#/c/24704
TO_MERGE,platform/upstream/less,tizen,I7ddd920d62d3d7a37d7ed077f6f2cfcb2c7ec101,2013-10-23,375,2014-07-15,110,azdyb,https://review.tizen.org/gerrit/#/c/11266
TO_MERGE,test/tct/web/webapi,tizen_2.2,I6d55edf61e37ad1bbff3e12c1b5e6d500612f237,2014-06-20,136,2014-06-20,136,zqzhang,https://review.tizen.org/gerrit/#/c/23224
TO_MERGE,test/common/common-sanity-suite,tizen,Ic8332bcbd46babdb4334c5d8dad0c804bd308b78,2014-06-09,147,2014-06-09,146,xiaolei,https://review.tizen.org/gerrit/#/c/22594
TO_MERGE,test/common/common-sanity-suite,master,I66ce326f54ef805d932d1b567c92554f5cf2f209,2014-05-23,164,2014-05-23,163,xiaolei,https://review.tizen.org/gerrit/#/c/21557
TO_MERGE,profile/mobile/meta-mobile,tizen,Ic3e0adddcbc3b26737f9371330f9fd37cafb64a7,2014-05-21,165,2014-05-23,164,jacekbe,https://review.tizen.org/gerrit/#/c/21491
TO_MERGE,platform/framework/native/ime,tizen,I5b97d908b2c1b7cf1497d6de955c7ac30d6a01e4,2014-05-08,179,2014-05-22,164,sudhav,https://review.tizen.org/gerrit/#/c/20474
TO_MERGE,platform/core/multimedia/libmm-utility,tizen,Ic2f86b80653257e440afc77db167840cc7296cdd,2014-01-17,289,2014-05-16,170,ravikirankn,https://review.tizen.org/gerrit/#/c/15258
TO_MERGE,apps/core/preloaded/starter,tizen,I70a60cf6785c0be5670aaf680d2c8d9c1a30044b,2014-04-30,187,2014-04-30,186,smlee,https://review.tizen.org/gerrit/#/c/20244
TO_MERGE,platform/core/location/lbs-dbus,tizen,I573771d87484fcf81b3cacb8ba4f0cb5a2c9da9e,2013-08-09,451,2014-04-28,188,mikeleib,https://review.tizen.org/gerrit/#/c/7856
TO_MERGE,apps/core/preloaded/my-account,tizen,I40db7bf89e8de6bd351e08e927cc0967bae16aaf,2013-09-10,418,2014-01-30,276,sckim81,https://review.tizen.org/gerrit/#/c/9893
TO_MERGE,apps/core/preloaded/ug-myfile-efl,tizen,Iddf9220566192374b5ce954e0c1477048cc94427,2013-12-13,324,2013-12-31,307,mwereski,https://review.tizen.org/gerrit/#/c/13754
TO_MERGE,apps/core/preloaded/ug-camera-efl,tizen,Ia51427817e24b7f7eb81f77eb15e2e5fb8365556,2013-12-16,321,2013-12-31,307,mwereski,https://review.tizen.org/gerrit/#/c/13803
TO_MERGE,apps/core/preloaded/email,tizen,I9036a0b81e681e08db7a97c9a9d2db9c9395deb5,2013-12-16,321,2013-12-31,307,mwereski,https://review.tizen.org/gerrit/#/c/13789
TO_REVIEW,platform/core/api/wifi,tizen_devel,I90636c6f57a5cd1b9dad8675b060a4cc0f52fded,2014-10-30,3,2014-11-01,2,chengyix,https://review.tizen.org/gerrit/#/c/29596
TO_REVIEW,sdk/emulator/qemu,features/smp,I3e705fecb4bb95c01898eac19022b71dd6dd5172,2014-10-31,2,2014-10-31,2,yyu,https://review.tizen.org/gerrit/#/c/29703
TO_REVIEW,scm/meta/obs,master,I4d3ead2163a37c686a165811ded31e07e91c1ad1,2014-10-22,11,2014-10-31,2,sdx,https://review.tizen.org/gerrit/#/c/29215
