Status,Project,Branch,Change-id,Upload date,Days since upload,Last update date,Days since last update,Author,Review
INVALID,platform/core/security/hash-signer,tizen,I1fbc90d0c25490b8be7488424270920351aca8b2,2014-05-14,95,2014-05-26,84,stanslavnim,https://review.tizen.org/gerrit/#/c/21009
INVALID,platform/upstream/libvirt,tizen,Ia6b6b48a70f05540f0a5b5537a74b68c75bfd467,2014-05-21,88,2014-05-22,87,dmichaluk,https://review.tizen.org/gerrit/#/c/21482
INVALID,platform/framework/native/security-service,tizen,Id740b5c4d7167e85db261b5c88f0f083979a94b8,2014-05-08,102,2014-05-09,100,ashishshri,https://review.tizen.org/gerrit/#/c/20475
INVALID,apps/core/preloaded/calculator,tizen,I646665c8fb8c639464c227c9ee58a404087304e7,2013-12-18,242,2014-04-18,121,wangfei,https://review.tizen.org/gerrit/#/c/13916
INVALID,platform/core/appfw/app-core,tizen,I687f179ff68752704ef95f4ce9fe41c51fc60039,2014-03-11,159,2014-04-08,131,mbachmann,https://review.tizen.org/gerrit/#/c/17865
INVALID,platform/core/appfw/ui-gadget-1,tizen,I735587abf0935a6716b6fa1ecb44dd12a3a06e76,2014-02-13,186,2014-04-05,135,liminlix,https://review.tizen.org/gerrit/#/c/16313
INVALID,platform/kernel/linux-3.10,tizen,I0bb28fa02943dd7ccb38dda2c8a37dcce2d551b2,2014-03-24,146,2014-04-03,136,jpielaszkie,https://review.tizen.org/gerrit/#/c/18489
INVALID,apps/core/preloaded/ug-setting-gallery-efl,tizen,I9d26b011d8cc9401a2066ab47a117966430fe19e,2014-02-20,178,2014-03-18,152,rkumar,https://review.tizen.org/gerrit/#/c/16647
INVALID,platform/adaptation/system-plugin-mount,tizen,Iadec5e4b9b0ac1b71e3d194cc5b2fd1dc5d82be9,2014-03-10,161,2014-03-10,160,kidong,https://review.tizen.org/gerrit/#/c/17725
INVALID,platform/core/system/sys-assert,tizen,Idc9c1daf667ca493a4c7a86adbdac03ea86dce70,2014-02-21,178,2014-03-04,166,nravi,https://review.tizen.org/gerrit/#/c/16670
INVALID,platform/upstream/connman,tizen_devel,If33a939c8020dc4ed62ccc58f3b8e68f8c1b4c20,2013-12-27,233,2014-02-06,192,vinay1kadam,https://review.tizen.org/gerrit/#/c/14212
INVALID,platform/core/pim/contacts-service,tizen,Id942f8d6b270a6e1094094935caa2f538a96d8fb,2014-01-20,209,2014-02-05,194,limachaves,https://review.tizen.org/gerrit/#/c/15398
INVALID,platform/upstream/gdb,upstream,I8d65e36f16ff49946525d8082e1a293c9eab8e80,2014-01-23,207,2014-01-24,205,nravi,https://review.tizen.org/gerrit/#/c/15543
INVALID,apps/core/preloaded/calendar,tizen,If7913c3752dad047a2a5dba90516a33892167aca,2013-12-24,237,2014-01-19,210,liminlix,https://review.tizen.org/gerrit/#/c/14123
INVALID,platform/core/appfw/aul-1,tizen,Ia4fb516f95bdb7b1cbfec2f17661b4673831878d,2013-12-29,231,2014-01-06,223,jsakkine,https://review.tizen.org/gerrit/#/c/14220
INVALID,platform/framework/web/wrt,tizen,I76a331506a4d1587815e29072ee5a00752243034,2013-12-11,249,2013-12-13,247,chiding,https://review.tizen.org/gerrit/#/c/13657
