TO_MERGE,platform/core/appfw/vconf,tizen,Ib58176a70e4f81c2f0367e1bb3e8a34565792b58,2014-09-26,30,2014-10-23,4,ronan,https://review.tizen.org/gerrit/#/c/28147
TO_MERGE,apps/core/preloaded/net-popup,tizen,I230c0b54e4cac897954f4ea7c5e390255bced481,2014-02-26,242,2014-10-15,11,ronan,https://review.tizen.org/gerrit/#/c/16904
TO_MERGE,platform/core/system/system-server,tizen,Ia20662b7c4fd899f51f0311cd4d262ee3a00317a,2014-09-19,37,2014-10-10,16,ronan,https://review.tizen.org/gerrit/#/c/27841
TO_MERGE,platform/core/appfw/message-port-dbus,tizen,Ice40d17386abe7faf04d8dd0ab8715c421f7770a,2014-10-10,17,2014-10-10,17,ronan,https://review.tizen.org/gerrit/#/c/28592
TO_MERGE,platform/upstream/gpg2,tizen,I215cb23d22288fb64076cc832a986b892efc709a,2014-10-06,20,2014-10-10,17,ronan,https://review.tizen.org/gerrit/#/c/28377
TO_MERGE,platform/upstream/pwdutils,tizen,I28f199d7498d9b909b26d87a618f94506dd16f17,2014-10-07,19,2014-10-08,18,jobol,https://review.tizen.org/gerrit/#/c/28451
TO_MERGE,platform/core/api/notification,tizen,I0e921af261634202894cc150c2770b1270dc8a5c,2014-01-21,278,2014-09-15,42,ibriano,https://review.tizen.org/gerrit/#/c/15476
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I3ac8ed443d0edaf6c4f535c79891f2128f3efdd7,2014-07-18,100,2014-08-07,81,pwnissan,https://review.tizen.org/gerrit/#/c/24705
TO_MERGE,profile/ivi/ico-uxf-homescreen,tizen,I8ae049344ac2d87e0a27bb7b829d70b9b04faddf,2014-07-18,100,2014-08-07,81,pwnissan,https://review.tizen.org/gerrit/#/c/24704
TO_MERGE,platform/upstream/less,tizen,I7ddd920d62d3d7a37d7ed077f6f2cfcb2c7ec101,2013-10-23,368,2014-07-15,103,azdyb,https://review.tizen.org/gerrit/#/c/11266
TO_MERGE,test/tct/web/webapi,tizen_2.2,I6d55edf61e37ad1bbff3e12c1b5e6d500612f237,2014-06-20,129,2014-06-20,129,zqzhang,https://review.tizen.org/gerrit/#/c/23224
TO_MERGE,test/common/common-sanity-suite,tizen,Ic8332bcbd46babdb4334c5d8dad0c804bd308b78,2014-06-09,140,2014-06-09,139,xiaolei,https://review.tizen.org/gerrit/#/c/22594
TO_MERGE,test/common/common-sanity-suite,master,I66ce326f54ef805d932d1b567c92554f5cf2f209,2014-05-23,157,2014-05-23,156,xiaolei,https://review.tizen.org/gerrit/#/c/21557
TO_MERGE,profile/mobile/meta-mobile,tizen,Ic3e0adddcbc3b26737f9371330f9fd37cafb64a7,2014-05-21,158,2014-05-23,157,jacekbe,https://review.tizen.org/gerrit/#/c/21491
TO_MERGE,platform/framework/native/ime,tizen,I5b97d908b2c1b7cf1497d6de955c7ac30d6a01e4,2014-05-08,172,2014-05-22,157,sudhav,https://review.tizen.org/gerrit/#/c/20474
TO_MERGE,platform/core/multimedia/libmm-utility,tizen,Ic2f86b80653257e440afc77db167840cc7296cdd,2014-01-17,282,2014-05-16,163,ravikirankn,https://review.tizen.org/gerrit/#/c/15258
TO_MERGE,apps/core/preloaded/starter,tizen,I70a60cf6785c0be5670aaf680d2c8d9c1a30044b,2014-04-30,180,2014-04-30,179,smlee,https://review.tizen.org/gerrit/#/c/20244
TO_MERGE,platform/core/location/lbs-dbus,tizen,I573771d87484fcf81b3cacb8ba4f0cb5a2c9da9e,2013-08-09,444,2014-04-28,181,mikeleib,https://review.tizen.org/gerrit/#/c/7856
TO_MERGE,apps/core/preloaded/my-account,tizen,I40db7bf89e8de6bd351e08e927cc0967bae16aaf,2013-09-10,411,2014-01-30,269,sckim81,https://review.tizen.org/gerrit/#/c/9893
TO_MERGE,apps/core/preloaded/ug-myfile-efl,tizen,Iddf9220566192374b5ce954e0c1477048cc94427,2013-12-13,317,2013-12-31,300,mwereski,https://review.tizen.org/gerrit/#/c/13754
TO_MERGE,apps/core/preloaded/ug-camera-efl,tizen,Ia51427817e24b7f7eb81f77eb15e2e5fb8365556,2013-12-16,314,2013-12-31,300,mwereski,https://review.tizen.org/gerrit/#/c/13803
